Genome	Mean	Std	Min	Max	Median	Nr_ORF	Upstream	Downstream	Upstream-Downstream	Min_Distance	pPolB	pPolB_distance	Polymerase	Pol_distance
NZ_VDCQ01000074	19.0	8.815570640309435	4.0	31.0	23.0	7	0	7	-7	4.0	N		-	
NC_028664	-19.444444444444443	12.644229640823381	-45.0	-1.0	-17.0	27	27	0	27	1.0	N		phrog_9556	-37.0
JAGCJE010000095	-7.75	6.279928343540235	-15.0	2.0	-9.5	8	6	2	4	1.0	N		-	
NZ_RMVE01000006	-25.026785714285715	54.766624974494626	-118.0	76.0	-26.0	112	73	39	34	1.0	N		-	
DPWY01000010	-18.6	13.770983988081607	-37.0	3.0	-16.5	10	9	1	8	3.0	N		-	
LR743588	-506.632183908046	497.76244426254084	-1368.0	368.0	-513.0	87	67	20	47	5.0	N		-	
CM035714	-786.4201680672269	833.0478160315469	-2088.0	891.0	-936.0	119	87	32	55	12.0	N		-	
ON042750	-5.866666666666666	4.529410067056808	-13.0	2.0	-6.0	15	13	2	11	1.0	N		-	
NZ_JASGXL010000009	-14.895833333333334	35.78072082335526	-96.0	60.0	-11.5	48	32	16	16	1.0	N		-	
JAONXH010000001	13.741935483870968	22.256521685659347	-23.0	50.0	9.0	31	10	21	-11	1.0	N		-	
NC_049469	-25.294117647058822	22.315293373359452	-78.0	12.0	-24.0	34	30	4	26	1.0	N		-	
NC_024358	1.75	8.01950746617272	-13.0	13.0	2.0	16	7	9	-2	1.0	N		-	
DMFN01000129	-2.5	4.5	-7.0	2.0	-2.5	2	1	1	0	2.0	N		-	
NZ_LYXZ01000053	14.833333333333334	29.408993333483707	-51.0	63.0	19.5	48	14	34	-20	1.0	N		-	
RFWU01000195	1.25	1.479019945774904	-1.0	3.0	1.5	4	1	3	-2	1.0	N		-	
DORY01000205	0.0	1.0	-1.0	1.0	0.0	2	1	1	0	1.0	N		-	
NC_076486	7.666666666666667	2.6246692913372702	4.0	10.0	9.0	3	0	3	-3	4.0	N		-	
BK035361	-4.666666666666667	3.8297084310253524	-10.0	2.0	-4.0	9	8	1	7	1.0	N		-	
JACFNB010000025	-2.0	2.449489742783178	-5.0	1.0	-2.0	3	2	1	1	1.0	N		-	
MNVA01000076	1.0	2.0	-1.0	3.0	1.0	2	1	1	0	1.0	N		-	
NZ_FPLA01000029	-56.45054945054945	185.49762379546547	-362.0	245.0	-58.0	91	54	37	17	3.0	N		-	
VXPR01000265	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
MT310894	-21.782608695652176	21.703448978043397	-56.0	37.0	-28.0	23	18	5	13	2.0	N		-	
LR796956	-1.5	15.021651041080672	-17.0	30.0	-7.5	10	7	3	4	1.0	N		-	
JAGCAQ010000015	-3.5833333333333335	6.812468144675777	-13.0	12.0	-4.5	12	10	2	8	1.0	N		-	
LR798289	1.7407407407407407	25.309334528314213	-32.0	46.0	1.0	27	13	14	-1	1.0	N		-	
OP073754	-7.083333333333333	4.698551786336816	-14.0	1.0	-6.5	12	11	1	10	1.0	N		-	
NC_024210	-8.30952380952381	17.996677067934748	-35.0	35.0	-11.5	42	28	14	14	1.0	N		-	
NZ_FOQY01000002	215.2	130.0317104182119	-26.0	420.0	228.5	70	2	68	-66	1.0	N		-	
JAUXVH010000716	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
JACADU010000011	4.0	1.632993161855452	2.0	6.0	4.0	3	0	3	-3	2.0	N		-	
NZ_CP036433	3068.614890885751	2061.9144582035874	-397.0	6607.0	3156.0	779	61	718	-657	2.0	N		-	
NZ_CP045484	-1382.338530066815	847.2720492772559	-2806.0	94.0	-1360.0	449	434	15	419	5.0	N		-	
BK045733	-5.25	8.407585860400118	-19.0	9.0	-6.0	8	6	2	4	2.0	N		-	
NZ_JAAYXO010000077	11.833333333333334	8.193832368854569	3.0	25.0	10.0	6	0	6	-6	3.0	N		-	
NC_070650	-62.86206896551724	81.71596059772557	-224.0	108.0	-65.0	87	65	22	43	1.0	N		-	
MW590223	1.5454545454545454	15.095837092412633	-24.0	25.0	-1.0	11	6	5	1	1.0	N		-	
MH622927	-0.32432432432432434	19.284574502245356	-31.0	34.0	-4.0	37	21	16	5	1.0	N		-	
OR998962	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	Y	1.0	phrog_1907	1.0
SSEM01000603	-22.9	15.036289435894748	-39.0	3.0	-30.5	10	9	1	8	3.0	N		-	
NZ_AZRV01000006	-24.617021276595743	27.640975743692138	-86.0	23.0	-19.0	47	39	8	31	1.0	N		-	
BK041070	6.25	5.80409338312195	-2.0	18.0	5.5	12	2	10	-8	1.0	N		-	
LR796379	32.95238095238095	15.971630177334495	3.0	54.0	38.0	21	0	21	-21	3.0	N		-	
NZ_AP019779	898.2310344827587	599.4092767932661	-85.0	1920.0	902.5	290	21	269	-248	11.0	N		-	
QNCF01000008	-10.333333333333334	7.564537145273478	-18.0	1.0	-13.5	6	5	1	4	1.0	N		-	
NZ_CP066744	-665.7971602434077	671.4291797652315	-1812.0	491.0	-683.0	493	391	102	289	2.0	N		-	
NZGJ01000009	1.625	4.181432170919432	-5.0	7.0	2.5	8	3	5	-2	2.0	N		-	
LJCX01000030	203.35135135135135	245.76248874991526	-146.0	646.0	196.0	148	53	95	-42	1.0	N		-	
BK033632	13.92	19.610038245755668	-14.0	55.0	12.0	25	8	17	-9	1.0	N		-	
JAGCCP010000051	-1.5333333333333334	7.718952145351221	-11.0	13.0	-4.0	15	10	5	5	1.0	N		-	
NC_004678	5.363636363636363	4.22702834093188	-4.0	11.0	6.0	11	1	10	-9	1.0	N		-	
LR796208	92.05050505050505	63.20455387911583	-4.0	215.0	83.0	99	4	95	-91	1.0	N		-	
CBDJ010000031	-7.5	5.619905100029122	-16.0	1.0	-6.5	6	5	1	4	1.0	N		-	
PAPZ01000036	2.5454545454545454	4.6974584300959314	-4.0	11.0	2.0	11	4	7	-3	1.0	N		-	
NC_003075	-272.25126903553297	2115.442532170192	-4141.0	3244.0	-18.5	394	198	196	2	6.0	N		-	
NC_022751	4.764705882352941	8.033235461028037	-12.0	18.0	6.0	17	4	13	-9	1.0	N		-	
DAOLPE010000010	-4.304347826086956	16.59867669583723	-27.0	28.0	-4.0	23	14	9	5	2.0	N		-	
NZ_JACIGF010000003	80.375	99.02106783407257	-97.0	265.0	55.5	64	16	48	-32	1.0	N		-	
NC_042083	15.5	8.980534505250787	1.0	34.0	16.5	10	0	10	-10	1.0	N		-	
BK050238	-10.2	9.892421341612982	-28.0	7.0	-12.5	20	16	4	12	1.0	N		-	
JAHIYA010000508	-30.34090909090909	22.59821310496009	-76.0	2.0	-26.0	44	42	2	40	1.0	N		-	
NZ_JABEQN010000004	-67.97619047619048	62.39218819205086	-174.0	44.0	-79.0	42	33	9	24	1.0	N		-	
LC597490	105.04225352112677	102.39903122062066	-37.0	260.0	70.0	71	14	57	-43	2.0	N		-	
NC_003076	-4022.566914498141	3156.285647033733	-9548.0	1407.0	-3832.5	538	477	61	416	1.0	N		-	
MK500609	-12.25	4.437059837324712	-19.0	-7.0	-11.5	4	4	0	4	7.0	N		-	
NC_070991	42.07843137254902	39.02329276126715	-9.0	122.0	36.0	51	7	44	-37	1.0	N		-	
LR796415	37.8	28.538745592614966	-7.0	93.0	40.5	20	3	17	-14	1.0	N		-	
RFPU01000308	-0.6666666666666666	1.247219128924647	-2.0	1.0	-1.0	3	2	1	1	1.0	N		-	
NZ_DALZIG010000009	19.12280701754386	38.74752744819626	-83.0	92.0	23.0	57	12	45	-33	1.0	N		-	
JAPKXG010000031	4.666666666666667	6.687467549246293	-9.0	13.0	6.0	12	3	9	-6	1.0	N		-	
NZ_CP034692	-633.0043956043957	929.0641847156406	-2172.0	989.0	-621.0	455	315	140	175	3.0	N		-	
QMYQ01000227	-3.0	2.0	-5.0	-1.0	-3.0	2	2	0	2	1.0	N		-	
CACRSJ010000106	-452.5821917808219	1581.0267613031854	-3290.0	2111.0	-349.5	292	163	129	34	1.0	N		-	
LR796420	-25.355263157894736	61.916476836768716	-155.0	105.0	-21.5	76	51	25	26	1.0	N		-	
NZ_JBEXCS010000046	-1.4210526315789473	17.8541335018671	-41.0	24.0	3.0	19	8	11	-3	1.0	N		-	
NZ_AWFN01000003	114.66037735849056	245.88264394537546	-349.0	448.0	130.0	159	54	105	-51	4.0	N		-	
RGCK01000737	0.0	1.0	-1.0	1.0	0.0	2	1	1	0	1.0	N		-	
NZ_PXJB01000007	-2.3333333333333335	13.274871834493252	-20.0	12.0	1.0	3	1	2	-1	1.0	N		-	
MT773556	42.576	77.93579552426472	-140.0	196.0	48.0	125	35	90	-55	1.0	N		-	
NZ_SBHT01000016	-3.0	2.3804761428476167	-6.0	1.0	-3.5	6	5	1	4	1.0	N		-	
MK016663	-47.310344827586206	33.34004886771739	-101.0	9.0	-56.5	58	52	6	46	1.0	N		-	
NZ_CP101128	-124.19626168224299	205.6489813673456	-425.0	239.0	-139.0	107	71	36	35	1.0	N		-	
MUGE01000023	2.5714285714285716	3.958973274443148	-2.0	11.0	2.0	7	2	5	-3	1.0	N		-	
JAFUBL010000115	2.5	5.095516236289089	-6.0	10.0	3.0	14	5	9	-4	1.0	N		-	
DTXH01000010	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
JAOMIO010000002	-0.8	2.1354156504062622	-4.0	2.0	-1.0	5	3	2	1	1.0	N		-	
LR797306	-7.0	14.275485059507103	-33.0	14.0	-4.0	19	11	8	3	2.0	N		-	
MZ234012	-19.6	14.695383142820255	-48.0	10.0	-18.0	35	33	2	31	1.0	N		-	
SULG01000005	-1.6	17.06575518399347	-28.0	24.0	-3.0	10	5	5	0	3.0	N		-	
LR798360	-71.73333333333333	70.04186049943436	-225.0	75.0	-71.0	90	75	15	60	1.0	N		-	
DMQE01000009	-4.0	0.0	-4.0	-4.0	-4.0	1	1	0	1	4.0	N		-	
NC_047839	42.30769230769231	28.289396261292012	-8.0	84.0	42.5	52	4	48	-44	1.0	N		-	
JAFGXT010000207	7.6	5.122499389946279	-1.0	15.0	8.0	5	1	4	-3	1.0	N		-	
FXAI01000001	-331.1666666666667	202.78938513201874	-661.0	28.0	-351.5	96	93	3	90	5.0	N		-	
NZ_FMUV01000012	-25.214285714285715	16.870001149244484	-47.0	3.0	-29.5	14	12	2	10	2.0	N		-	
NZ_AEXN01000014	-15.318181818181818	22.40208262160293	-53.0	20.0	-15.0	22	15	7	8	1.0	N		-	
NBLG01000001	-31.94736842105263	23.24350205566352	-66.0	7.0	-34.0	19	15	4	11	2.0	N		-	
SDZF01000891	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
WLLG01000031	10.0	2.160246899469287	7.0	12.0	11.0	3	0	3	-3	7.0	N		-	
CP048620	1420.0857142857142	908.2951516159158	-339.0	3010.0	1439.0	490	60	430	-370	2.0	N		-	
JAOELD010000001	20.4468085106383	36.5343373959804	-34.0	92.0	13.0	47	15	32	-17	1.0	N		-	
MG592624	-0.18181818181818182	13.203430558472169	-26.0	15.0	2.0	11	4	7	-3	1.0	N		-	
CP027227	-1732.232142857143	1227.7536505613969	-3676.0	483.0	-1772.5	672	607	65	542	1.0	N		-	
DATAVV010000475	-13.0	7.302967433402215	-20.0	2.0	-15.5	6	5	1	4	2.0	N		-	
NZ_BPRF01000013	12.857142857142858	19.838120384959943	-11.0	50.0	10.0	7	3	4	-1	1.0	N		-	
NC_073210	9.722222222222221	12.820580484151927	-13.0	31.0	9.5	36	9	27	-18	1.0	N		-	
JACNFJ010001524	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
DPIT01000287	-1.25	1.479019945774904	-3.0	1.0	-1.5	4	3	1	2	1.0	N		-	
BK026586	1.2727272727272727	4.136113878573573	-6.0	7.0	2.0	11	4	7	-3	1.0	N		-	
NZ_FUYR01000001	541.7104247104247	492.84252061179296	-306.0	1391.0	586.0	259	51	208	-157	1.0	N		-	
MZ577095	89.03191489361703	116.89006037932444	-104.0	222.0	148.0	94	35	59	-24	1.0	N		-	
RPQK01000207	2.0	0.0	2.0	2.0	2.0	1	0	1	-1	2.0	N		-	
BK018336	-5.3	3.9	-12.0	1.0	-5.5	10	9	1	8	1.0	N		-	
JAKMAF010000021	-4.0	0.0	-4.0	-4.0	-4.0	1	1	0	1	4.0	Y	-4.0	phrog_1907	-4.0
JAOMZF010000002	21.517857142857142	39.79276274445812	-61.0	85.0	24.0	56	20	36	-16	1.0	N		-	
JADJDR010000014	11.466666666666667	11.718172022783909	-4.0	31.0	10.0	15	3	12	-9	1.0	N		-	
RGVZ01000077	-7.0	0.0	-7.0	-7.0	-7.0	1	1	0	1	7.0	N		-	
NZ_QKYN01000079	-6.666666666666667	1.247219128924647	-8.0	-5.0	-7.0	3	3	0	3	5.0	N		-	
RJVO01000001	-255.12142857142857	256.31235040354136	-686.0	190.0	-296.0	140	111	29	82	2.0	N		-	
MW508338	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	Y	-1.0	phrog_1907	-1.0
NC_029692	-36.482142857142854	144.4970329739172	-294.0	180.0	-45.0	56	31	25	6	5.0	N		-	
MN025530	-2.0	1.0	-3.0	-1.0	-2.0	2	2	0	2	1.0	N		-	
MK892725	-5.666666666666667	26.24124948631781	-63.0	35.0	-6.0	21	12	9	3	2.0	N		-	
PBVM01000173	26.25	20.65338955232288	-3.0	50.0	35.0	16	3	13	-10	1.0	N		-	
LR796354	-15.64	20.79015151459941	-47.0	17.0	-17.0	25	18	7	11	6.0	N		-	
NC_001734	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	Y	-1.0	phrog_1907	-1.0
MH884512	-15.838709677419354	16.337364209162065	-45.0	13.0	-20.0	31	23	8	15	2.0	N		-	
NC_048767	2.9347826086956523	23.947771225979913	-28.0	53.0	-2.5	46	25	21	4	1.0	N		-	
NC_049455	6.583333333333333	62.14845577772272	-96.0	110.0	11.5	96	40	56	-16	1.0	N		-	
LC629500	-32.30434782608695	25.843903969809904	-68.0	18.0	-39.5	46	38	8	30	1.0	N		-	
NC_051580	-4.878787878787879	27.09104467459801	-48.0	50.0	-8.0	33	21	12	9	2.0	N		-	
NZ_SMFZ01000002	-1346.4190476190477	942.8090578888115	-2955.0	282.0	-1379.0	420	387	33	354	18.0	N		-	
DATMTI010000622	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	Y	1.0	phrog_1907	1.0
NZ_BAQA01000037	76.20967741935483	61.637372695461046	-3.0	193.0	54.0	62	1	61	-60	1.0	N		-	
NC_054989	-0.17391304347826086	16.784185553314487	-20.0	32.0	-4.0	23	13	10	3	1.0	N		-	
DMAU01000176	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
NZ_SCFB01000019	-4.5	3.5	-8.0	-1.0	-4.5	2	2	0	2	1.0	N		-	
NZ_LXEP01000033	-7.0	15.307598787698915	-31.0	37.0	-8.0	31	23	8	15	1.0	N		-	
JAEPCM010000016	35.21590909090909	62.3777802921325	-89.0	132.0	34.5	88	24	64	-40	1.0	N		-	
DNBL01000349	-3.727272727272727	4.49425712520301	-11.0	3.0	-4.0	11	8	3	5	1.0	N		-	
NC_009989	4.5	5.5	-1.0	10.0	4.5	2	1	1	0	1.0	Y	-1.0	phrog_1907	-1.0
JAVRRG010000237	3.0	0.0	3.0	3.0	3.0	1	0	1	-1	3.0	N		-	
LR798234	4.090909090909091	16.98905821914663	-23.0	33.0	2.5	22	10	12	-2	2.0	N		-	
NZ_JAIQXE010000002	-102.52597402597402	268.6404732552497	-609.0	351.0	-71.5	154	92	62	30	1.0	N		-	
NC_016026	1023.8856304985337	686.6862425571603	-86.0	2188.0	1029.0	341	22	319	-297	1.0	N		-	
NZ_VBTZ01000014	20.666666666666668	23.16127035472028	-10.0	50.0	13.0	9	2	7	-5	1.0	N		-	
NC_024150	21.0	0.0	21.0	21.0	21.0	1	0	1	-1	21.0	N		-	
NC_007126	-293.9512195121951	473.96469721470805	-891.0	812.0	-438.0	41	32	9	23	15.0	N		-	
DNBQ01000113	1.5	0.5	1.0	2.0	1.5	2	0	2	-2	1.0	N		-	
BK032721	-77.45161290322581	47.9508072586206	-159.0	18.0	-83.0	62	58	4	54	6.0	N		-	
JBDRQX010000418	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
RGCK01000002	2.8333333333333335	8.368260140422128	-14.0	20.0	2.5	18	7	11	-4	1.0	N		-	
NC_009760	25.746835443037973	61.80542525742706	-88.0	151.0	33.0	79	29	50	-21	2.0	N		-	
KY073338	138.21052631578948	136.3637726292724	-92.0	351.0	155.0	57	15	42	-27	9.0	N		-	
JAYYYC010000191	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
NC_047866	-10.214285714285714	10.621262848164333	-31.0	6.0	-9.0	28	22	6	16	1.0	N		phrog_9556	-20.0
QMTG01000110	0.0	1.0	-1.0	1.0	0.0	2	1	1	0	1.0	N		-	
PBBF01000039	-4.4	3.006659275674582	-8.0	1.0	-5.0	5	4	1	3	1.0	N		-	
JAYNJB010000027	2.0	0.0	2.0	2.0	2.0	1	0	1	-1	2.0	N		-	
LR796392	-10.62962962962963	13.805925051567261	-29.0	18.0	-15.0	27	20	7	13	1.0	N		-	
DUWF01000002	-16.0	6.985699678629192	-29.0	-9.0	-13.0	5	5	0	5	9.0	N		-	
NZ_SOHO01000022	-12.155555555555555	39.06288693635519	-81.0	50.0	-2.0	45	23	22	1	2.0	N		-	
JALNZL010000085	-4.0	3.1622776601683795	-7.0	2.0	-5.0	5	4	1	3	2.0	N		-	
NZ_CAAAIB010000015	8.333333333333334	29.2923267092323	-43.0	54.0	8.0	33	12	21	-9	1.0	N		-	
BK038159	5.6923076923076925	4.777907739467549	-2.0	13.0	6.0	13	2	11	-9	1.0	N		-	
JAFDWQ010000006	57.416666666666664	36.086604932516934	3.0	111.0	58.5	12	0	12	-12	3.0	N		-	
QMZB01000028	6.5	2.29128784747792	3.0	9.0	7.0	4	0	4	-4	3.0	N		-	
NC_061421	-106.01176470588236	125.4081800613404	-299.0	71.0	-107.0	85	59	26	33	1.0	N		-	
RHCS01000507	-0.6666666666666666	1.247219128924647	-2.0	1.0	-1.0	3	2	1	1	1.0	N		-	
NZ_LNMB01000058	7.4375	5.407965768197872	-2.0	16.0	7.5	16	2	14	-12	1.0	N		-	
JAGCYM010000072	6.0	7.626707459098367	-10.0	17.0	8.5	12	3	9	-6	1.0	N		-	
MF418016	-14.79245283018868	32.51667699293502	-80.0	46.0	-15.0	53	34	19	15	1.0	N		-	
DAOOQM010000086	0.5	1.5	-1.0	2.0	0.5	2	1	1	0	1.0	N		-	
NC_081406	77.92	136.6560412129665	-166.0	261.0	123.0	25	11	14	-3	11.0	N		-	
LR881137	-49.01063829787234	60.730043509773296	-152.0	50.0	-58.5	94	64	30	34	2.0	N		-	
PAWD01000051	-7.0	9.354143466934854	-29.0	4.0	-3.5	12	9	3	6	1.0	N		-	
BK055865	-12.636363636363637	13.26836790177524	-28.0	5.0	-16.0	11	8	3	5	1.0	N		-	
BK029952	2.888888888888889	8.272369597970831	-12.0	14.0	4.0	18	6	12	-6	1.0	N		-	
MWAU01000060	-5.0	1.0	-6.0	-4.0	-5.0	2	2	0	2	4.0	N		-	
OQ504984	89.46491228070175	60.40392978742555	-16.0	200.0	92.5	114	10	104	-94	1.0	N		-	
NZ_QMFB01000026	17.444444444444443	27.95675673095111	-38.0	52.0	10.0	9	2	7	-5	5.0	N		-	
LR797096	34.45454545454545	14.054204394309371	9.0	52.0	41.0	11	0	11	-11	9.0	N		-	
MN988519	102.78181818181818	92.06088714621839	-29.0	246.0	72.0	110	12	98	-86	1.0	N		-	
NZ_CP047593	-1353.488706365503	895.1716475737417	-2968.0	128.0	-1232.0	487	471	16	455	7.0	N		-	
PP212902	6.8	4.556314299957807	-1.0	13.0	7.5	10	1	9	-8	1.0	N		-	
NZ_MCIB01000023	49.5	29.667602981479085	-8.0	98.0	55.5	24	1	23	-22	6.0	N		-	
LT907983	1129.6807131280389	1312.9331904409935	-1086.0	3355.0	1088.0	617	153	464	-311	3.0	N		-	
BK057480	78.2	109.31822485621639	-84.0	269.0	55.5	70	22	48	-26	1.0	N		-	
JAFPFX010000006	4.222222222222222	4.613453220450376	-4.0	10.0	6.0	9	2	7	-5	1.0	N		-	
LC629461	74.45390070921985	70.7049082105914	-57.0	184.0	82.0	141	29	112	-83	1.0	N		-	
NZ_QWDC01000007	-14.0	9.0	-23.0	-5.0	-14.0	2	2	0	2	5.0	N		-	
NZ_VOSJ01000003	-57.083333333333336	35.0260815520219	-112.0	2.0	-55.5	24	23	1	22	2.0	N		-	
DASXVL010000386	2.0	0.0	2.0	2.0	2.0	1	0	1	-1	2.0	N		-	
RHCO01000108	-1.0	2.280350850198276	-4.0	2.0	-1.0	5	3	2	1	1.0	N		-	
JAGCAQ010000434	0.6666666666666666	1.247219128924647	-1.0	2.0	1.0	3	1	2	-1	1.0	Y	2.0	phrog_1907	1.0
NC_073479	8.666666666666666	6.786424357167444	-4.0	18.0	10.5	12	2	10	-8	1.0	N		-	
NZHO01000040	-4.444444444444445	3.370166864022911	-9.0	2.0	-5.0	9	8	1	7	1.0	N		-	
MT863727	-53.2	50.28766139808938	-137.0	25.0	-47.0	90	73	17	56	1.0	N		-	
NZ_BASE01000106	-31.428571428571427	23.665468974197562	-72.0	4.0	-27.0	21	20	1	19	3.0	N		-	
JBBFMB010000003	-3.4166666666666665	21.43773282996336	-33.0	30.0	-0.5	12	6	6	0	6.0	N		-	
NZ_JRKJ01000002	-13.171052631578947	164.55749180580713	-331.0	260.0	-9.5	76	39	37	2	2.0	N		-	
PTJZ01000014	26.363636363636363	19.601821470431712	-8.0	51.0	23.0	11	2	9	-7	1.0	N		-	
NC_021788	29.016666666666666	58.295080314627654	-50.0	145.0	7.0	60	28	32	-4	1.0	N		-	
DQKQ01000249	-3.2222222222222223	3.456966485800899	-9.0	2.0	-3.0	9	7	2	5	1.0	N		-	
NZ_JABBWV010000004	-174.8	153.16930175462707	-439.0	44.0	-168.0	80	71	9	62	1.0	N		-	
NZ_DF820500	8.384615384615385	7.174082214562485	-2.0	22.0	8.0	13	2	11	-9	1.0	N		-	
BK035515	-6.555555555555555	4.399775527382962	-13.0	1.0	-7.0	9	8	1	7	1.0	N		-	
LR796710	20.454545454545453	13.740210639933874	-6.0	44.0	21.5	22	2	20	-18	3.0	N		-	
LR796738	-27.821428571428573	25.042896870639172	-72.0	12.0	-29.5	28	24	4	20	1.0	N		-	
LR798307	23.363636363636363	11.652332792369615	3.0	46.0	22.5	22	0	22	-22	3.0	N		-	
BK051648	-4.823529411764706	5.501179489759147	-14.0	5.0	-5.0	17	13	4	9	1.0	N		-	
MK089780	-11.464285714285714	11.77916484687246	-45.0	5.0	-9.5	28	23	5	18	1.0	N		phrog_9556	-23.0
NZ_JALPRX010000165	6.571428571428571	3.2450904833144416	1.0	11.0	7.0	7	0	7	-7	1.0	N		-	
NZ_CP063169	1500.1923076923076	1115.7755531877056	-399.0	3470.0	1395.0	598	60	538	-478	3.0	N		-	
NZ_JAQFAU010000002	-18.074626865671643	56.7053956296708	-127.0	111.0	-21.0	67	47	20	27	1.0	N		-	
OR473000	-79.14814814814815	65.13767207792384	-201.0	13.0	-62.0	81	73	8	65	1.0	N		-	
NZ_CASZTE010000062	-7.666666666666667	5.557777333511022	-17.0	1.0	-9.0	9	8	1	7	1.0	N		-	
MZ868724	-12.551724137931034	12.904386334983963	-44.0	6.0	-10.0	29	24	5	19	1.0	N		phrog_9556	-23.0
DUCX01000052	0.6666666666666666	1.247219128924647	-1.0	2.0	1.0	3	1	2	-1	1.0	N		-	
DASXVN010000054	-0.5	3.5	-4.0	3.0	-0.5	2	1	1	0	3.0	N		-	
BK028423	67.05479452054794	54.30428990116809	-24.0	162.0	63.0	73	10	63	-53	3.0	N		-	
JARYME010000014	2.4	7.144228439796701	-7.0	12.0	1.0	5	2	3	-1	1.0	N		-	
JACCZT010000104	-6.2	4.621688003316537	-15.0	-2.0	-5.0	5	5	0	5	2.0	N		-	
NC_048172	20.75862068965517	12.745939643974774	1.0	47.0	19.0	29	0	29	-29	1.0	N		phrog_9556	38.0
DOEW01000060	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
JAKEFR010000136	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1	2.0	N		-	
CM024953	-173.37777777777777	575.0363771638524	-1247.0	672.0	-45.0	90	48	42	6	9.0	N		-	
JAFGMT010000152	-1.0	5.787918451395113	-7.0	7.0	-2.0	4	2	2	0	2.0	N		-	
CAJNZB010001448	1.0	3.265986323710904	-3.0	5.0	1.0	3	1	2	-1	1.0	N		-	
JALFXO010000092	-6.8125	5.234724801744596	-15.0	2.0	-6.5	16	14	2	12	1.0	N		-	
NC_020484	77.06363636363636	54.09356830743748	-24.0	173.0	73.5	110	10	100	-90	1.0	N		-	
NC_053427	229.17021276595744	248.8259512316545	-212.0	721.0	164.0	47	6	41	-35	1.0	N		-	
NZAB01000076	-3.1	4.39203825119955	-10.0	3.0	-2.5	10	7	3	4	1.0	N		-	
JAQCFA010000248	-1.25	1.479019945774904	-3.0	1.0	-1.5	4	3	1	2	1.0	N		-	
SSEH01000007	1.8	1.7204650534085253	-1.0	4.0	2.0	5	1	4	-3	1.0	N		-	
NZ_QZCH01000008	-8.6	34.11509929635264	-75.0	37.0	-2.5	20	10	10	0	1.0	N		-	
BK030649	-8.714285714285714	8.639019218709059	-20.0	7.0	-12.5	14	11	3	8	1.0	N		-	
NW_019091203	210.41666666666666	182.362257760633	24.0	514.0	110.0	24	0	24	-24	24.0	N		-	
KU686197	114.58474576271186	70.36458641636098	-3.0	234.0	126.0	118	3	115	-112	1.0	N		-	
JAFONJ010000064	-2.6666666666666665	1.699673171197595	-5.0	-1.0	-2.0	3	3	0	3	1.0	N		-	
BK017080	-7.0	6.794605703546503	-16.0	3.0	-9.5	12	9	3	6	1.0	N		-	
MK373771	-18.967741935483872	12.020101097121255	-45.0	-1.0	-17.0	31	31	0	31	1.0	N		-	
NZ_KV818003	20.0	15.67730135507313	-5.0	41.0	20.0	9	1	8	-7	5.0	N		-	
NC_015681	-919.3834196891191	612.9749786834147	-2012.0	202.0	-963.5	386	351	35	316	2.0	N		-	
DPSJ01000151	-2.0	1.8708286933869707	-4.0	1.0	-2.5	4	3	1	2	1.0	N		-	
BK016314	3.1	5.80430874437258	-9.0	11.0	3.5	10	3	7	-4	1.0	N		-	
JAFZEN010000025	-6.5	3.774917217635375	-11.0	-1.0	-7.5	6	6	0	6	1.0	N		-	
JAULSO010000001	-1704.6503496503497	1100.0136887815854	-3802.0	91.0	-1654.0	143	137	6	131	29.0	N		-	
MK892607	-29.3	19.20182283013777	-62.0	-2.0	-34.0	20	20	0	20	2.0	N		-	
KU050077	51.84615384615385	50.579482240021385	-14.0	129.0	45.0	13	4	9	-5	5.0	N		-	
AZRA01000001	18.166666666666668	9.546668994413125	1.0	29.0	20.5	6	0	6	-6	1.0	N		-	
JABUFB010000008	130.11702127659575	221.63079594288368	-239.0	504.0	168.0	94	33	61	-28	10.0	N		-	
PDRX01000022	-2.0	2.23606797749979	-5.0	1.0	-2.0	4	3	1	2	1.0	N		-	
NC_028856	16.0	28.28340890897339	-42.0	64.0	17.0	41	11	30	-19	4.0	N		-	
VBKJ01000063	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
NZ_CP022702	389.5364583333333	957.1806811201733	-1337.0	1973.0	393.0	576	190	386	-196	1.0	N		-	
