Genome	Mean	Std	Min	Max	Median	Nr_ORF	Upstream	Downstream	Upstream-Downstream
NZ_SMFM01000002	93.22641509433963	220.43474553275817	-232.0	558.0	34.0	106	44	62	-18
NKXO01000009	31.5	16.152915113584505	8.0	57.0	34.5	6	0	6	-6
MWCF01000016	16.333333333333332	6.6248689714505975	7.0	25.0	18.5	6	0	6	-6
MG592535	6.086956521739131	16.346554067070983	-22.0	36.0	5.0	23	10	13	-3
JAGCAQ010000016	-5.4	3.9293765408777004	-13.0	-2.0	-4.0	5	5	0	5
LR798217	-4.0588235294117645	13.627267596452661	-25.0	19.0	-7.0	17	10	7	3
JALFXO010000092	-4.875	3.585997071945263	-11.0	1.0	-4.5	8	7	1	6
JASEIR010000008	-10.0	0.0	-10.0	-10.0	-10.0	1	1	0	1
NZAB01000135	15.0	7.211102550927978	4.0	24.0	15.5	8	0	8	-8
JAWWAS010000001	-60.05	47.06570761534701	-147.0	25.0	-62.0	60	52	8	44
DATJNL010000546	2.0	0.0	2.0	2.0	2.0	1	0	1	-1
JADYTM010000005	24.785714285714285	51.44647505824249	-75.0	96.0	34.0	14	3	11	-8
DQPR01000081	4.4	3.006659275674582	-1.0	8.0	5.0	5	1	4	-3
MK892833	12.0	14.33527118683145	-8.0	34.0	12.0	16	5	11	-6
JASMFQ010000050	1.2	2.993325909419153	-3.0	5.0	1.0	5	2	3	-1
NZAU01000107	4.75	1.920286436967152	2.0	7.0	5.0	4	0	4	-4
NW_019173788	-13.5	6.5	-20.0	-7.0	-13.5	2	2	0	2
MG592631	6.666666666666667	14.791138488222526	-22.0	35.0	3.5	18	8	10	-2
NC_048037	-25.625	19.53162499640007	-52.0	7.0	-25.0	8	7	1	6
JAPLCQ010000011	-8.0	0.0	-8.0	-8.0	-8.0	1	1	0	1
SCQV01000318	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
NC_061421	-107.9	127.45714312400592	-299.0	71.0	-116.0	60	40	20	20
ON456333	21.791666666666668	13.03833823341337	3.0	52.0	20.5	24	0	24	-24
JAFUBD010000185	8.5	3.304037933599835	2.0	12.0	9.5	6	0	6	-6
MK500328	106.21428571428571	66.13209569968771	1.0	213.0	118.5	14	0	14	-14
LR796861	0.9692307692307692	64.45009261335333	-108.0	109.0	7.0	65	31	34	-3
NZ_LOKZ01000023	-8.578947368421053	103.5126820551974	-176.0	144.0	-1.5	38	19	19	0
DATKZH010000199	-4.5	0.5	-5.0	-4.0	-4.5	2	2	0	2
BK038911	-6.428571428571429	4.894811914003375	-13.0	1.0	-7.0	7	6	1	5
NC_016161	-17.041666666666668	19.6944983152374	-43.0	13.0	-20.5	24	16	8	8
NC_022521	523.9932432432432	445.09278559889515	-257.0	1326.0	494.0	148	22	126	-104
CBFQ010000003	-2.9	14.369759914487089	-20.0	21.0	-6.5	10	6	4	2
OP030908	-12.082191780821917	182.4452444354577	-312.0	213.0	41.0	73	29	44	-15
NZ_CP068419	982.7919708029198	757.6542003980361	-268.0	2256.0	991.5	274	39	235	-196
LC629478	87.48979591836735	69.67757301737055	-39.0	192.0	94.5	98	16	82	-66
NC_003071	-2394.5934579439254	1859.2121806976195	-6556.0	746.0	-2732.0	214	178	36	142
NZ_NUIO01000079	-10.88888888888889	8.10273540155757	-23.0	2.0	-11.0	9	8	1	7
NZ_JAGGQV010000015	8.666666666666666	8.51143022320247	-3.0	23.0	9.0	9	2	7	-5
LR796178	100.61111111111111	69.82170857014545	-16.0	208.0	101.0	72	7	65	-58
NC_038251	-832.3928571428571	895.7646642720974	-2463.0	538.0	-751.5	84	64	20	44
NC_055841	-20.0188679245283	65.60818246427479	-156.0	94.0	-28.0	53	32	21	11
LR796359	31.38095238095238	18.318546912834883	-3.0	55.0	36.0	21	2	19	-17
NZ_PYGI01000019	-21.615384615384617	32.30274687424123	-73.0	20.0	-33.0	13	7	6	1
BK029545	2.5	5.560275772537426	-4.0	10.0	1.5	6	3	3	0
NZ_CP017015	-546.6111111111111	339.1476266381957	-1082.0	53.0	-582.5	144	136	8	128
JAFKHM010000024	0.5	7.5	-7.0	8.0	0.5	2	1	1	0
OM982621	-15.529411764705882	59.253808660966676	-143.0	82.0	-10.5	68	37	31	6
SSEM01000261	-6.0	2.5495097567963922	-9.0	-2.0	-6.5	4	4	0	4
LR796571	11.5	14.854292308959051	-7.0	35.0	10.5	10	3	7	-4
JAVZYH010000010	6.0	0.0	6.0	6.0	6.0	1	0	1	-1
NZ_CP058555	670.7796257796258	1542.6695323868096	-1940.0	3288.0	612.0	481	187	294	-107
JAOJJN010000001	61.69090909090909	58.13616390611792	-33.0	151.0	61.0	55	12	43	-31
DTXH01000010	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
NZ_RXJN01000061	-17.09090909090909	13.594481135937917	-35.0	6.0	-20.0	11	9	2	7
NC_019521	-132.1764705882353	75.33746454463304	-285.0	-5.0	-125.5	34	34	0	34
RGQQ01000011	-5.25	3.491060010942235	-10.0	-1.0	-5.0	4	4	0	4
PBBU01000003	16.4	10.594338110519223	4.0	33.0	18.0	5	0	5	-5
NZ_RBXB01000001	353.67251461988303	371.3701174008957	-247.0	1049.0	293.0	171	31	140	-109
NC_033775	101.02439024390245	141.38504557566574	-113.0	328.0	81.0	41	13	28	-15
NZ_LMNU01000001	429.49532710280374	353.580203431326	-72.0	1110.0	383.0	107	11	96	-85
CM007650	128.56521739130434	624.2624744857244	-533.0	1805.0	-316.0	69	39	30	9
JAFTXS010000183	-2.5	0.5	-3.0	-2.0	-2.5	2	2	0	2
LR796580	7.4	16.572265988693278	-18.0	29.0	10.0	15	6	9	-3
JAUXVH010000716	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
JABDQT010000164	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
BK031439	-7.714285714285714	7.125693664765672	-18.0	5.0	-6.0	7	6	1	5
MNRZ01000006	2.5	23.302360395462088	-26.0	33.0	1.0	8	4	4	0
NZ_JAASRN010000002	147.5205479452055	245.05923855202798	-299.0	530.0	152.0	73	22	51	-29
MN695334	233.61333333333334	107.15868523933196	2.0	366.0	259.0	75	0	75	-75
BK018993	-12.222222222222221	9.646850698288105	-26.0	3.0	-13.0	9	7	2	5
NZ_BAABBZ010000049	-7.0	2.0	-9.0	-5.0	-7.0	2	2	0	2
BK015689	-136.0	86.89425246304333	-258.0	1.0	-138.0	36	35	1	34
BK014698	9.0	6.06630035524124	-1.0	17.0	9.0	5	1	4	-3
SSDU01000019	4.25	9.202581159652981	-3.0	20.0	0.0	4	2	2	0
DRSA01001243	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
LR796208	93.3125	65.18839884327579	-4.0	214.0	83.5	64	4	60	-56
QFPJ01000013	78.77777777777777	62.0121453655613	-21.0	155.0	94.0	9	1	8	-7
NC_003070	4349.0238907849825	3030.8807091585386	-904.0	9796.0	4526.0	293	28	265	-237
AWSJ01000245	9.25	4.968651728587948	1.0	14.0	11.0	4	0	4	-4
NZ_SPVJ01000072	-4.75	4.02336923485777	-9.0	1.0	-5.5	4	3	1	2
NC_015585	-11.7	9.503157370053387	-31.0	7.0	-10.5	20	17	3	14
NZ_AP019779	865.8011049723757	625.1552949157592	-85.0	1920.0	826.0	181	17	164	-147
NC_070991	40.81818181818182	37.38291178685673	-6.0	116.0	28.0	33	3	30	-27
NZ_RCTG01000096	4.833333333333333	2.4094720491334933	1.0	8.0	5.0	6	0	6	-6
MG592624	-1.3333333333333333	14.275075403575904	-26.0	15.0	1.0	9	4	5	-1
NZ_FOTK01000061	-17.25	8.954747344286158	-30.0	-5.0	-17.0	4	4	0	4
NC_021248	-112.1923076923077	99.14403633516442	-273.0	56.0	-140.5	26	21	5	16
QWQU01000012	-4.142857142857143	9.187391537607729	-19.0	8.0	-4.0	7	4	3	1
NVUQ01000034	9.0	13.695092389449425	-13.0	32.0	11.0	9	3	6	-3
MH669274	-29.09090909090909	23.116127960816158	-74.0	6.0	-30.5	22	19	3	16
VGLZ01000001	-4.142857142857143	6.033917737697965	-14.0	3.0	-4.0	7	4	3	1
JAGCYM010000072	10.25	5.7608593109014565	2.0	17.0	11.0	4	0	4	-4
NC_047746	-3.5	11.339459128782702	-18.0	24.0	-6.0	18	14	4	10
NZ_QTJU01000008	-32.42857142857143	56.58501520348149	-138.0	50.0	-25.0	21	13	8	5
NZ_AP018712	575.2954545454545	666.6751371276623	-518.0	1727.0	546.0	264	63	201	-138
RFWU01000195	1.0	2.0	-1.0	3.0	1.0	2	1	1	0
HG934468	213.74436090225564	891.4338678015826	-1253.0	1746.0	186.0	399	179	220	-41
NZ_KV818003	29.0	10.64581294844754	11.0	41.0	31.0	6	0	6	-6
NC_075448	18.0	0.0	18.0	18.0	18.0	1	0	1	-1
LC629455	99.6355140186916	91.57136969653928	-71.0	256.0	112.0	107	22	85	-63
JBDRFA010000057	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
BK019131	0.0	3.559026084010437	-5.0	3.0	2.0	3	1	2	-1
NZ_JALPRX010000165	6.571428571428571	3.2450904833144416	1.0	11.0	7.0	7	0	7	-7
PAPZ01000036	4.333333333333333	4.784233364802441	-4.0	11.0	4.5	6	1	5	-4
OR003940	-8.4	14.160037664733334	-29.0	18.0	-8.0	15	11	4	7
NZ_CP063191	517.8166666666667	562.6185502234667	-417.0	1556.0	440.5	240	46	194	-148
NZ_SRUW01000008	-18.046511627906977	95.23311752682346	-193.0	157.0	-7.0	43	26	17	9
BK043980	4.0	4.864839839775475	-2.0	12.0	3.5	6	2	4	-2
DUOF01000046	2.0	0.0	2.0	2.0	2.0	1	0	1	-1
NZ_JACCBV010000001	-1812.8620689655172	1011.2755008455894	-3523.0	8.0	-1832.5	406	404	2	402
DUHL01000228	-4.0	0.0	-4.0	-4.0	-4.0	1	1	0	1
BK016182	172.74418604651163	73.56569379409976	-6.0	308.0	170.0	43	3	40	-37
NZ_MWPR01000057	13.555555555555555	10.17197796903184	-1.0	31.0	13.5	18	1	17	-16
NZ_RXKH01000094	2.0	0.0	2.0	2.0	2.0	1	0	1	-1
REEP01000067	-23.823529411764707	13.561343392233534	-55.0	-6.0	-20.0	17	17	0	17
NZ_RCOS01000062	-26.583333333333332	42.31914132189147	-110.0	41.0	-18.0	24	19	5	14
QMWM01000040	-3.5	0.5	-4.0	-3.0	-3.5	2	2	0	2
RGWU01000057	-0.16666666666666666	5.489889697333535	-8.0	7.0	0.0	6	3	3	0
JNSF01000005	76.79166666666667	39.28631989071457	5.0	150.0	82.5	24	0	24	-24
JBEVXU010000053	28.5	3.5	25.0	32.0	28.5	2	0	2	-2
MK380014	-19.347826086956523	12.36618353713473	-47.0	-3.0	-16.0	23	23	0	23
NC_000964	-69.09252669039147	1218.840893271722	-2151.0	2078.0	-61.0	562	295	267	28
NZ_CP152417	-480.8	1209.7910728716756	-2438.0	1686.0	-449.5	550	320	230	90
BK047030	-2.6666666666666665	5.436502143433363	-10.0	3.0	-1.0	3	2	1	1
NC_048709	84.3953488372093	56.735264262404066	-25.0	161.0	107.0	43	6	37	-31
NW_024468025	18.0	0.0	18.0	18.0	18.0	1	0	1	-1
NZ_VBTZ01000014	15.0	24.725155880870265	-10.0	50.0	4.5	6	2	4	-2
NZ_JAFFQY010000063	7.190476190476191	64.0406262778477	-124.0	88.0	28.0	21	7	14	-7
CM020528	1145.7941176470588	685.4540264075622	-23.0	2369.0	1111.5	34	1	33	-32
NZ_AGJK01000003	20.4	23.679245483474904	-23.0	67.0	18.5	30	5	25	-20
JACNHO010000033	-2.5	1.118033988749895	-4.0	-1.0	-2.5	4	4	0	4
NZ_BAPC01000014	-1.4285714285714286	23.40852801167706	-24.0	35.0	-18.0	7	4	3	1
OMOG01000085	2.0	0.0	2.0	2.0	2.0	1	0	1	-1
MN988519	100.78571428571429	86.2724741497447	-27.0	244.0	77.0	70	7	63	-56
NC_006953	-21.3125	15.67529405625298	-43.0	3.0	-20.0	16	14	2	12
NZ_JAQTPQ010000267	2.5	0.5	2.0	3.0	2.5	2	0	2	-2
MW030556	-0.14285714285714285	5.841442371503106	-8.0	9.0	2.0	7	3	4	-1
SOJH01000736	0.0	1.0	-1.0	1.0	0.0	2	1	1	0
QMZB01000028	5.5	2.5	3.0	8.0	5.5	2	0	2	-2
NZ_NYTA01000017	-6.4375	13.865283760168776	-27.0	11.0	-5.5	16	9	7	2
RFPU01000308	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
MN813685	-16.11111111111111	21.3824665682706	-43.0	27.0	-25.0	27	20	7	13
WBUH01000008	-26.642857142857142	45.06916453448782	-88.0	36.0	-26.5	14	9	5	4
PBKW01000001	-4.666666666666667	5.617433182117572	-13.0	3.0	-4.5	6	4	2	2
MZGI01000259	2.5	1.5	1.0	4.0	2.5	2	0	2	-2
LR798307	23.666666666666668	12.165525060596439	3.0	46.0	22.5	18	0	18	-18
MK892843	31.857142857142858	35.72285611453249	-9.0	79.0	27.0	7	3	4	-1
NZAU01000044	4.0	2.0	2.0	6.0	4.0	2	0	2	-2
NZ_QMFA01000002	94.13513513513513	94.53303788627954	-44.0	228.0	113.0	37	10	27	-17
MWDR01000170	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
DNBL01000349	-3.2857142857142856	4.620274751084637	-11.0	3.0	-4.0	7	5	2	3
NC_042061	-31.17241379310345	56.46425110452003	-120.0	75.0	-31.0	58	42	16	26
LR798249	21.5	14.874474780643517	-2.0	48.0	20.5	14	1	13	-12
MH884512	-18.76	15.316083050179637	-45.0	11.0	-22.0	25	20	5	15
JAFDWQ010000006	59.333333333333336	35.48708685329543	3.0	111.0	69.0	9	0	9	-9
LR798356	45.464285714285715	36.52541399282066	-10.0	103.0	50.5	28	5	23	-18
GU943037	-19.09090909090909	10.638305960960526	-38.0	-5.0	-17.0	11	11	0	11
JBDUAY010000030	-5.0	0.0	-5.0	-5.0	-5.0	1	1	0	1
NC_022751	11.0	4.535573676110727	3.0	18.0	12.0	7	0	7	-7
BK057728	6.833333333333333	6.361778227997438	-2.0	15.0	8.5	6	2	4	-2
OR032571	43.707692307692305	66.22658612716778	-80.0	143.0	52.0	65	19	46	-27
NZ_JACHJW010000001	-748.8835274542429	1734.947185608288	-3838.0	2309.0	-785.0	601	376	225	151
NZ_RJJW01000007	-83.9	36.61270271367576	-137.0	-22.0	-88.5	10	10	0	10
MK892607	-32.642857142857146	19.14085810457807	-62.0	-2.0	-35.5	14	14	0	14
NZ_CP045871	-10.988593155893536	673.0807638751692	-1168.0	1159.0	-13.0	263	135	128	7
JAGCBE010000368	-1.6666666666666667	2.0548046676563256	-4.0	1.0	-2.0	3	2	1	1
NZ_WKKI01000003	-24.892857142857142	60.128041524325575	-125.0	73.0	-30.0	28	19	9	10
QOAJ01000020	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
MK892710	-4.95	14.245964340822983	-29.0	13.0	0.0	20	10	10	0
NZGU01000021	-0.6666666666666666	7.84573486395988	-11.0	8.0	1.0	3	1	2	-1
PFVA01000144	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
NC_047847	16.78125	16.301331186056554	-15.0	57.0	16.5	32	5	27	-22
MT104467	-21.083333333333332	15.443220375153478	-53.0	2.0	-16.5	24	23	1	22
JAGCAI010000328	14.166666666666666	18.703089465528294	-15.0	38.0	17.5	18	6	12	-6
NZ_LYXZ01000063	13.333333333333334	14.138206706965663	-4.0	33.0	12.5	6	2	4	-2
NC_070873	-28.61111111111111	19.87499514713816	-63.0	4.0	-30.5	18	17	1	16
BK021178	-3.4	4.673328578219169	-11.0	2.0	-4.0	5	3	2	1
NZ_FOLL01000010	57.0	36.5828879711224	-8.0	100.0	70.0	13	2	11	-9
SSHF01000013	50.61363636363637	101.63330160861531	-122.0	243.0	55.5	44	13	31	-18
LR796875	11.3	19.421894861212692	-8.0	43.0	1.5	10	5	5	0
MK500468	-8.0	3.0	-11.0	-5.0	-8.0	2	2	0	2
MK016664	93.45098039215686	75.14177807827228	-21.0	198.0	88.0	51	7	44	-37
NC_049960	13.0	10.339685242263949	-3.0	28.0	18.0	11	2	9	-7
OP076029	-3.3333333333333335	4.784233364802441	-10.0	3.0	-2.5	6	4	2	2
MN038175	-117.63513513513513	82.33133033488204	-250.0	14.0	-129.5	74	63	11	52
QMSG01000298	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
AP017647	-318.0735294117647	442.2028352855758	-1091.0	485.0	-371.5	136	97	39	58
BK057331	132.51612903225808	74.29187033531215	26.0	242.0	119.0	31	0	31	-31
MG592606	6.7	15.382132491953122	-21.0	34.0	6.0	20	8	12	-4
JAONWZ010000002	-0.09090909090909091	10.79102780052649	-18.0	14.0	-1.0	11	6	5	1
LR796706	29.666666666666668	17.729000544798353	4.0	55.0	36.0	21	0	21	-21
NZ_CP053660	-1395.6964705882353	1168.3347020889134	-3483.0	617.0	-1398.0	425	361	64	297
MT773557	-66.2909090909091	56.917060144891444	-144.0	65.0	-71.0	55	47	8	39
JACNIA010000013	7.4	6.151422599691879	-1.0	14.0	11.0	5	1	4	-3
NZ_BDQI01000008	-77.46153846153847	99.87809137190534	-257.0	88.0	-40.0	39	30	9	21
OR544955	32.46341463414634	79.894930258579	-96.0	170.0	30.0	82	35	47	-12
NZ_LNMB01000058	6.666666666666667	6.236095644623236	-2.0	15.0	8.5	6	2	4	-2
JAQVOC010000001	33.574074074074076	53.32486108118657	-51.0	173.0	30.5	54	17	37	-20
MGZZ01000155	-13.0	4.725815626252608	-20.0	-5.0	-12.5	6	6	0	6
NZ_NUQY01000043	-11.194444444444445	17.126683930905475	-45.0	26.0	-9.5	36	27	9	18
NC_048650	-75.03125	43.25901956167638	-145.0	7.0	-75.5	32	30	2	28
LR743588	-441.85	462.26153582144383	-1271.0	368.0	-396.5	40	30	10	20
MK105819	20.458333333333332	18.641305316122285	-10.0	47.0	17.5	24	5	19	-14
NC_027988	27.823529411764707	21.069172613134956	2.0	64.0	18.0	17	0	17	-17
NZ_WEZG01000004	-26.352941176470587	97.21773087884655	-182.0	165.0	-30.0	34	23	11	12
MK892627	42.592592592592595	26.094215705371635	-14.0	88.0	45.0	27	4	23	-19
OR473000	-84.11320754716981	64.41014228624466	-201.0	13.0	-69.0	53	50	3	47
NZ_QUQO01000001	-167.396	825.3642487920107	-1547.0	1145.0	-199.5	250	138	112	26
NC_009464	-1492.7122302158273	890.18485465769	-3045.0	58.0	-1545.0	278	275	3	272
MG592490	9.4	17.10204666114556	-20.0	36.0	11.0	25	9	16	-7
JAAZMG010000139	-2.5	1.5	-4.0	-1.0	-2.5	2	2	0	2
MT773556	37.125	80.28115545042027	-140.0	194.0	44.0	88	27	61	-34
NC_047799	-13.4375	13.499855323298839	-35.0	4.0	-8.0	16	13	3	10
NZ_RBAH01000011	40.4	61.92850716753957	-41.0	145.0	38.5	20	7	13	-6
NC_074969	-34.625	36.06569526572308	-112.0	12.0	-35.0	8	7	1	6
ON758385	53.26315789473684	97.22329630501973	-104.0	201.0	42.0	57	21	36	-15
JAFZDT010000078	7.2	5.192301994298868	-2.0	14.0	8.0	5	1	4	-3
BK035361	-5.125	3.822221212855164	-10.0	2.0	-5.5	8	7	1	6
JACADU010000011	4.0	2.0	2.0	6.0	4.0	2	0	2	-2
KR029605	-10.857142857142858	11.025017932328423	-27.0	7.0	-7.0	7	6	1	5
NZEU01000015	-27.77777777777778	26.617083532995668	-65.0	13.0	-19.0	27	22	5	17
NZ_FNNT01000004	58.91935483870968	132.35744594225878	-190.0	308.0	45.0	62	25	37	-12
BK016585	-6.0	3.22490309931942	-11.0	-1.0	-6.0	5	5	0	5
MGPH01000011	-2.4242424242424243	45.76688646995065	-82.0	59.0	14.0	33	14	19	-5
JAACRV010000003	-44.85294117647059	33.947305492085974	-111.0	2.0	-40.0	34	32	2	30
NC_015569	35.28813559322034	65.01630847495441	-65.0	180.0	38.0	59	23	36	-13
DOBJ01000020	-3.0	0.0	-3.0	-3.0	-3.0	1	1	0	1
LR796527	-14.117647058823529	23.967827340099987	-43.0	26.0	-26.0	17	11	6	5
PAWD01000051	-4.4	7.227724399837061	-17.0	4.0	-4.0	5	3	2	1
JAGLQU010000881	0.6666666666666666	1.247219128924647	-1.0	2.0	1.0	3	1	2	-1
MUGE01000023	4.666666666666667	4.9216076867444665	-1.0	11.0	4.0	3	1	2	-1
PBFK01000005	90.41176470588235	80.3566014152133	-34.0	231.0	106.0	34	8	26	-18
JAAZBG010000028	6.5	6.264982043070834	-2.0	15.0	6.5	4	1	3	-2
JAFGMT010000152	0.0	7.0	-7.0	7.0	0.0	2	1	1	0
BK054670	9.0	4.636809247747852	2.0	15.0	9.5	4	0	4	-4
NZ_JACHEE010000005	-34.73913043478261	91.37701042399267	-167.0	154.0	-41.0	23	15	8	7
NW_019091203	200.1904761904762	186.59572267021787	24.0	514.0	104.0	21	0	21	-21
LR797022	103.30985915492958	56.886244667533894	-13.0	190.0	105.0	71	5	66	-61
MK072069	32.4	22.041778512633684	-1.0	52.0	48.0	5	1	4	-3
NZ_VJON01000041	2.2	10.23523326553919	-12.0	22.0	1.0	10	5	5	0
NC_048660	-92.81132075471699	53.04859168147335	-184.0	-1.0	-97.0	53	53	0	53
NZ_CP124967	156.77142857142857	843.5684512131106	-1292.0	1543.0	192.0	315	142	173	-31
MK892601	-18.666666666666668	13.773969007596257	-42.0	-2.0	-16.0	12	12	0	12
NZ_CAAHFG010000001	-820.3364928909953	960.2130369589834	-2363.0	755.0	-892.0	211	153	58	95
NZ_QRUU01000014	33.75	8.728545125048045	22.0	44.0	34.5	4	0	4	-4
NZ_JAIQXE010000002	-123.07446808510639	274.16884995252747	-580.0	329.0	-95.5	94	61	33	28
NC_013156	-583.0263157894736	459.31472049714887	-1406.0	143.0	-611.0	152	132	20	112
MWAO01000294	-3.0	0.0	-3.0	-3.0	-3.0	1	1	0	1
NZ_SSSN01000014	-48.61538461538461	45.1502422883668	-118.0	32.0	-37.0	13	11	2	9
NZ_FOQY01000002	197.2549019607843	129.999523850901	-26.0	408.0	199.0	51	2	49	-47
ABXP02000122	-23.333333333333332	28.52289528704187	-44.0	17.0	-43.0	3	2	1	1
BK033642	-9.0	5.972157622389639	-15.0	1.0	-11.5	6	5	1	4
MG752970	-174.11267605633802	165.62706702793278	-414.0	69.0	-189.0	71	53	18	35
NW_019268541	-57.77777777777778	120.71939711374544	-322.0	166.0	-63.5	18	13	5	8
RFVH01001085	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
NC_042353	-18.285714285714285	14.289999357335642	-42.0	1.0	-17.0	7	6	1	5
NZ_CABITV010000002	-298.219512195122	160.5166220699204	-515.0	7.0	-349.0	82	80	2	78
NZ_CP054666	-193.63736263736263	195.69069092862142	-516.0	142.0	-187.0	91	72	19	53
NC_073477	5.333333333333333	4.642796092394707	-1.0	10.0	7.0	3	1	2	-1
BK030368	-1.6666666666666667	6.018490028422597	-10.0	4.0	1.0	3	1	2	-1
BK017257	-3.3333333333333335	5.734883511361751	-11.0	6.0	-3.5	6	4	2	2
BK028473	-9.0	5.756983337031396	-16.0	3.0	-10.0	7	6	1	5
JAFYIP010000093	2.6666666666666665	4.4969125210773475	-3.0	8.0	3.0	3	1	2	-1
NZ_CP046445	-577.5155482815057	1259.15655439729	-2818.0	1673.0	-605.0	611	379	232	147
JAFKJR010000003	216.42391304347825	220.69890140265827	-167.0	620.0	227.0	92	23	69	-46
NZ_LT907975	1141.4078498293516	1172.5172386602446	-653.0	3198.0	1006.5	586	135	451	-316
MH617769	-30.22222222222222	16.10919528839061	-46.0	-4.0	-38.0	9	9	0	9
MH673673	-70.40625	54.683098037122036	-153.0	4.0	-60.0	32	30	2	28
MDLD01000059	-4.0	0.0	-4.0	-4.0	-4.0	1	1	0	1
LR797122	1.5	15.177651699492616	-18.0	28.0	-4.5	18	10	8	2
KU682439	-97.34782608695652	74.18070886516163	-205.0	31.0	-121.0	69	61	8	53
NC_000942	18.0	0.0	18.0	18.0	18.0	1	0	1	-1
NC_009817	-21.88888888888889	27.65573188640719	-81.0	38.0	-21.0	27	21	6	15
NC_023587	103.6842105263158	57.611724530030344	2.0	214.0	110.5	76	0	76	-76
ABBGAK010000009	-98.3970588235294	57.771644710237844	-188.0	10.0	-103.0	68	64	4	60
NC_049472	-27.508196721311474	66.12398264135898	-133.0	78.0	-33.0	61	35	26	9
BK015539	9.25	6.339361166552983	-1.0	15.0	11.5	4	1	3	-2
NZ_FOOW01000005	-58.82608695652174	56.2020053594818	-166.0	10.0	-57.0	23	20	3	17
NZ_JABXXQ010000186	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1
MT104474	6.214285714285714	18.37964157674996	-20.0	38.0	1.0	28	14	14	0
MW590223	-3.8	16.277591959500644	-24.0	22.0	-2.0	5	3	2	1
BK050583	-19.23076923076923	18.795064189031716	-44.0	16.0	-21.0	13	11	2	9
BK016121	30.6	26.766396843803985	-28.0	59.0	41.5	10	1	9	-8
MK892485	-6.3125	10.023215240131282	-24.0	8.0	-5.5	16	11	5	6
PAKA01000003	-6.0	3.391164991562634	-11.0	-2.0	-5.5	4	4	0	4
NC_022774	17.47826086956522	25.31002476287142	-24.0	59.0	19.0	23	7	16	-9
KT997803	-2.8333333333333335	7.403077438170936	-16.0	6.0	-1.5	6	4	2	2
LC629467	81.29166666666667	85.70661155295366	-89.0	215.0	87.5	120	33	87	-54
BK039347	-7.0	0.0	-7.0	-7.0	-7.0	1	1	0	1
NC_027989	13.3	19.432189789110236	-6.0	49.0	6.5	10	4	6	-2
KT160311	-6.384615384615385	17.733230264712116	-43.0	28.0	-7.0	26	16	10	6
MK875791	-14.478260869565217	16.895766295571086	-38.0	31.0	-18.0	23	19	4	15
JAOGWT010000005	3.0	4.242640687119285	-3.0	8.0	5.0	5	2	3	-1
NZ_CP118164	-1216.4046511627907	1549.4909453578	-4115.0	1380.0	-1087.5	430	315	115	200
NZ_CP049863	-1079.4285714285713	925.7216481361614	-2649.0	517.0	-1068.0	357	300	57	243
AP014200	8.4	6.887670143089026	1.0	18.0	6.0	5	0	5	-5
LR796237	136.65384615384616	128.36324928599456	-77.0	341.0	133.0	78	13	65	-52
DOTW01000308	1.1666666666666667	3.531603350069515	-5.0	6.0	1.5	6	2	4	-2
SHUI01000117	2.0	1.0	1.0	3.0	2.0	2	0	2	-2
PAMM01000035	-3.857142857142857	3.602720060833855	-8.0	2.0	-5.0	7	5	2	3
NZ_JAUJQE010000004	-48.354838709677416	144.26522358022186	-342.0	239.0	-26.5	62	38	24	14
LR796354	-16.5	23.75996031742718	-47.0	17.0	-25.5	14	9	5	4
RGIZ01000643	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
DMFN01000129	-2.5	4.5	-7.0	2.0	-2.5	2	1	1	0
NZ_CP102850	2173.232421875	1577.8082574102427	-853.0	4776.0	2348.0	512	94	418	-324
LOEU01000025	41.75	41.75449077644224	-29.0	111.0	40.0	16	2	14	-12
BK017338	3.75	4.380353866983808	-2.0	10.0	3.5	4	1	3	-2
QZKB01000050	10.4	9.891410415102591	-4.0	22.0	11.0	5	1	4	-3
NC_049970	8.0	5.019960159204453	2.0	15.0	8.0	5	0	5	-5
MK095605	1.6521739130434783	16.69316104603573	-22.0	42.0	-4.0	23	14	9	5
NC_024210	-12.225806451612904	15.141716946620397	-35.0	16.0	-14.0	31	23	8	15
MF498773	37.77894736842105	91.5102731014529	-149.0	232.0	37.0	95	29	66	-37
NC_048684	-16.5	18.189282558693733	-43.0	4.0	-11.5	10	7	3	4
CAJNZB010001448	1.0	3.265986323710904	-3.0	5.0	1.0	3	1	2	-1
